index,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,comment_box,verify_relationship,verify_relationship:confidence,orig__golden,chemical_id,chemical_name,disease_id,disease_name,form_sentence,original_job_id,pmid,relation_pair_id,sentence_id,uniq_id,verify_relationship_gold,verify_relationship_gold_reason
3119,770958494,FALSE,finalized,5,8/14/2015 23:43,"



",no_relation,1,,C047781,lamotrigine,D001714,bipolar disorder,"This open, retrospective chart review suggests that lamotrigine may be effective and well tolerated as an adjunctive treatment in adolescents with bipolar disorder.",,16768643,16768643_C047781_D001714,16768643_12,bcv_sentence_task_befree_2566,,
3120,770958495,FALSE,finalized,5,8/15/2015 1:21,"



",yes_direct,1,,D002104,Cd,D006470,hemorrhage,"In animal experiments, high-dose exposure to Cd induced severe testicular interstitial hemorrhage with edema, and increased incidence of fetal death and placental necrosis.",,16788562,16788562_D002104_D006470,16788562_3,bcv_sentence_task_befree_2567,,
3121,770958496,FALSE,finalized,5,8/15/2015 2:10,"



",yes_direct,0.7946,,D002104,Cd,D009336,necrosis,"In animal experiments, high-dose exposure to Cd induced severe testicular interstitial hemorrhage with edema, and increased incidence of fetal death and placental necrosis.",,16788562,16788562_D002104_D009336,16788562_3,bcv_sentence_task_befree_2568,,
3122,770958497,FALSE,finalized,5,8/15/2015 1:21,"



",yes_direct,0.6045,,D002104,Cd,D005313,fetal death,"In animal experiments, high-dose exposure to Cd induced severe testicular interstitial hemorrhage with edema, and increased incidence of fetal death and placental necrosis.",,16788562,16788562_D002104_D005313,16788562_3,bcv_sentence_task_befree_2569,,
3123,770958498,FALSE,finalized,5,8/15/2015 2:12,"



",yes_direct,0.6051,,D002104,Cd,D004487,edema,"In animal experiments, high-dose exposure to Cd induced severe testicular interstitial hemorrhage with edema, and increased incidence of fetal death and placental necrosis.",,16788562,16788562_D002104_D004487,16788562_3,bcv_sentence_task_befree_2570,,
3124,770958499,FALSE,finalized,5,8/15/2015 2:02,"



",yes_direct,0.7838,,C110904,Capecitabine,D064420,cerebellar toxicity,Capecitabine-induced cerebellar toxicity.,,16796795,16796795_C110904_D064420,16796795_0,bcv_sentence_task_befree_2571,,
3125,770958500,FALSE,finalized,5,8/15/2015 0:31,"



",no_relation,1,,C110904,Capecitabine,D000230,adenocarcinoma of the colon,Capecitabine is an oral prodrug of 5-fluorouracil used in the treatment of adenocarcinoma of the colon.,,16796795,16796795_C110904_D000230,16796795_1,bcv_sentence_task_befree_2572,,
3126,770958501,FALSE,finalized,5,8/14/2015 21:31,"



",no_relation,1,,D005472,5-fluorouracil,D000230,adenocarcinoma of the colon,Capecitabine is an oral prodrug of 5-fluorouracil used in the treatment of adenocarcinoma of the colon.,,16796795,16796795_D005472_D000230,16796795_1,bcv_sentence_task_befree_2573,,
3127,770958502,FALSE,finalized,5,8/14/2015 23:13,"



",yes_direct,0.5956,,C110904,capecitabine,D020258,Neurotoxicity,Neurotoxicity is an infrequently reported toxicity of capecitabine.,,16796795,16796795_C110904_D020258,16796795_2,bcv_sentence_task_befree_2574,,
3128,770958503,FALSE,finalized,5,8/15/2015 1:24,"



",yes_direct,0.7993,,C110904,capecitabine,D064420,toxicity,Neurotoxicity is an infrequently reported toxicity of capecitabine.,,16796795,16796795_C110904_D064420,16796795_2,bcv_sentence_task_befree_2575,,
3129,770958504,FALSE,finalized,5,8/14/2015 22:00,"



",no_relation,1,,D014031,tobramycin,D003550,cystic fibrosis,Absence of cochleotoxicity measured by standard and high-frequency pure tone audiometry in a trial of once- versus three-times-daily tobramycin in cystic fibrosis patients.,,16801404,16801404_D014031_D003550,16801404_0,bcv_sentence_task_befree_2576,,
3130,770958505,FALSE,finalized,5,8/15/2015 0:51,"



",no_relation,1,,D014031,tobramycin,D003550,cystic fibrosis,We undertook assessment of hearing in patients with cystic fibrosis who were taking part in a large randomized controlled trial of once- versus three-times-daily tobramycin for pulmonary exacerbations of cystic fibrosis (the TOPIC study).,,16801404,16801404_D014031_D003550,16801404_1,bcv_sentence_task_befree_2577,,
3131,770958506,FALSE,finalized,5,8/15/2015 1:35,"



",no_relation,1,,D014031,tobramycin,D009461,auditory deficit,"We conclude that for a single 14-day course of tobramycin treatment in patients with cystic fibrosis with no preexisiting auditory deficit, no measurable effect on hearing was apparent with either once- or three-times-daily treatment.",,16801404,16801404_D014031_D009461,16801404_11,bcv_sentence_task_befree_2578,,
3132,770958507,FALSE,finalized,5,8/15/2015 2:30,"



",no_relation,1,,D014031,tobramycin,D003550,cystic fibrosis,"We conclude that for a single 14-day course of tobramycin treatment in patients with cystic fibrosis with no preexisiting auditory deficit, no measurable effect on hearing was apparent with either once- or three-times-daily treatment.",,16801404,16801404_D014031_D003550,16801404_11,bcv_sentence_task_befree_2579,,
3133,770958508,FALSE,finalized,5,8/15/2015 0:27,"



",yes_direct,0.5888,,D000617,aminoglycoside,D034381,hearing loss,"Estimation of the cumulative cochleotoxic risk in cystic fibrosis patients due to repeated aminoglycoside therapy, as evidenced by the patients excluded from this study due to hearing loss, also requires further characterization.",,16801404,16801404_D000617_D034381,16801404_12,bcv_sentence_task_befree_2580,,
3134,770958509,FALSE,finalized,5,8/14/2015 23:19,"



",yes_direct,0.5734,,D000617,aminoglycoside,D003550,cystic fibrosis,"Estimation of the cumulative cochleotoxic risk in cystic fibrosis patients due to repeated aminoglycoside therapy, as evidenced by the patients excluded from this study due to hearing loss, also requires further characterization.",,16801404,16801404_D000617_D003550,16801404_12,bcv_sentence_task_befree_2581,,
3135,770958510,FALSE,finalized,5,8/15/2015 1:26,"



",no_relation,1,,D014280,triacylglycerol,D064250,hypertriglyceridemic,"Ten healthy elderly men (70-78 y of age, body mass index 21-27 kg/m(2)) and 10 healthy young men (19-45 y of age, body mass index 19-26 kg/m(2)) were studied with a hypertriglyceridemic clamp (primed infusion of a long-chain triacylglycerol emulsion to reach and stabilize at a triacylglycerol concentration of 4 mmol/L for 180 min).",,16815487,16815487_D014280_D064250,16815487_2,bcv_sentence_task_befree_2582,,
3136,770958511,FALSE,finalized,5,8/15/2015 1:38,"



",no_relation,1,,D014280,triacylglycerol,D064250,hypertriglyceridemic,Elderly healthy men have a similar capacity as young healthy men to clear and oxidize a high triacylglycerol load administered as a hypertriglyceridemic clamp.,,16815487,16815487_D014280_D064250,16815487_11,bcv_sentence_task_befree_2583,,
3137,770958512,FALSE,finalized,5,8/15/2015 2:07,"



",no_relation,1,,C068329,clofarabine,D015451,chronic lymphocytic leukemia,Clinical and pharmacokinetic study of clofarabine in chronic lymphocytic leukemia: strategy for treatment.,,16818700,16818700_C068329_D015451,16818700_0,bcv_sentence_task_befree_2584,,
3138,770958513,FALSE,finalized,5,8/14/2015 22:26,"



",no_relation,1,,C024352,fludarabine,D007938,leukemias,"Based on its mechanistic similarity to fludarabine and cladribine and the success of these analogues for treatment of chronic lymphocytic leukemia (CLL), we hypothesized that clofarabine would be effective for indolent leukemias.",,16818700,16818700_C024352_D007938,16818700_1,bcv_sentence_task_befree_2585,,
3139,770958514,FALSE,finalized,5,8/14/2015 23:16,"



",no_relation,1,,D017338,cladribine,D007938,leukemias,"Based on its mechanistic similarity to fludarabine and cladribine and the success of these analogues for treatment of chronic lymphocytic leukemia (CLL), we hypothesized that clofarabine would be effective for indolent leukemias.",,16818700,16818700_D017338_D007938,16818700_1,bcv_sentence_task_befree_2586,,
3140,770958515,FALSE,finalized,5,8/14/2015 23:32,"



",no_relation,1,,C024352,fludarabine,D015451,CLL/chronic lymphocytic leukemia,"Based on its mechanistic similarity to fludarabine and cladribine and the success of these analogues for treatment of chronic lymphocytic leukemia (CLL), we hypothesized that clofarabine would be effective for indolent leukemias.",,16818700,16818700_C024352_D015451,16818700_1,bcv_sentence_task_befree_2587,,
3141,770958516,FALSE,finalized,5,8/14/2015 23:11,"


Used as treatment.
",no_relation,1,,C068329,clofarabine,D015451,CLL/chronic lymphocytic leukemia,"Based on its mechanistic similarity to fludarabine and cladribine and the success of these analogues for treatment of chronic lymphocytic leukemia (CLL), we hypothesized that clofarabine would be effective for indolent leukemias.",,16818700,16818700_C068329_D015451,16818700_1,bcv_sentence_task_befree_2588,,
3142,770958517,FALSE,finalized,5,8/14/2015 21:29,"



",no_relation,1,,D017338,cladribine,D015451,CLL/chronic lymphocytic leukemia,"Based on its mechanistic similarity to fludarabine and cladribine and the success of these analogues for treatment of chronic lymphocytic leukemia (CLL), we hypothesized that clofarabine would be effective for indolent leukemias.",,16818700,16818700_D017338_D015451,16818700_1,bcv_sentence_task_befree_2589,,
3143,770958518,FALSE,finalized,5,8/15/2015 0:55,"



",no_relation,1,,C068329,clofarabine,D007938,leukemias,"Based on its mechanistic similarity to fludarabine and cladribine and the success of these analogues for treatment of chronic lymphocytic leukemia (CLL), we hypothesized that clofarabine would be effective for indolent leukemias.",,16818700,16818700_C068329_D007938,16818700_1,bcv_sentence_task_befree_2590,,
3144,770958519,FALSE,finalized,5,8/15/2015 2:12,"



",no_relation,1,,C068329,clofarabine,D015451,CLL,The present study was conducted to determine the efficacy and cellular pharmacology during clinical trials of single-agent clofarabine in CLL.,,16818700,16818700_C068329_D015451,16818700_2,bcv_sentence_task_befree_2591,,
3145,770958520,FALSE,finalized,5,8/15/2015 0:20,"



",no_relation,1,,C005692,triphosphate,D015451,CLL,"In the majority of cases, >50% of the analogue triphosphate was present 24 hours after infusion, indicating prolonged retention of the triphosphate in CLL cells.",,16818700,16818700_C005692_D015451,16818700_9,bcv_sentence_task_befree_2592,,
3146,770958521,FALSE,finalized,5,8/14/2015 21:22,"



",no_relation,0.6051,,C068329,clofarabine,D015451,CLL,In vitro clofarabine incubation of leukemic lymphocytes from 29 CLL patients showed that clofarabine monophosphate accumulated to a higher concentration compared with the triphosphate.,,16818700,16818700_C068329_D015451,16818700_11,bcv_sentence_task_befree_2593,,
3147,770958522,FALSE,finalized,5,8/14/2015 22:00,"



",no_relation,1,,C005692,triphosphate,D015451,CLL,In vitro clofarabine incubation of leukemic lymphocytes from 29 CLL patients showed that clofarabine monophosphate accumulated to a higher concentration compared with the triphosphate.,,16818700,16818700_C005692_D015451,16818700_11,bcv_sentence_task_befree_2594,,
3148,770958523,FALSE,finalized,5,8/14/2015 22:19,"



",no_relation,1,,C068329,clofarabine,D015451,CLL,Levels of clofarabine triphosphate at higher doses and prolonged maintenance of clofarabine triphosphate in leukemic lymphocytes provide a rationale to treat CLL in a weekly clofarabine schedule.,,16818700,16818700_C068329_D015451,16818700_13,bcv_sentence_task_befree_2595,,
3149,770958524,FALSE,finalized,5,8/14/2015 21:37,"



",no_relation,1,,C024307,bucindolol,D006333,HF,"Potential pathophysiologic correlates were assessed in a placebo-controlled trial of bucindolol in 1,040 HF patients.",,16844790,16844790_C024307_D006333,16844790_7,bcv_sentence_task_befree_2596,,
3150,770958525,FALSE,finalized,5,8/15/2015 0:47,"



",no_relation,1,,D000305,Corticosteroid,D003424,Crohn's disease,Corticosteroid therapy in the age of infliximab: acute and 1-year outcomes in newly diagnosed children with Crohn's disease.,,16861053,16861053_D000305_D003424,16861053_0,bcv_sentence_task_befree_2597,,
3151,770958526,FALSE,finalized,5,8/14/2015 21:41,"



",no_relation,1,,D019829,nevirapine/NVP,D000163,AIDS,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019829_D000163,16897660_3,bcv_sentence_task_befree_2598,,
3152,770958527,FALSE,finalized,5,8/15/2015 1:00,"



",no_relation,1,,C098320,EFV/efavirenz,D000163,AIDS,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_C098320_D000163,16897660_3,bcv_sentence_task_befree_2599,,
3153,770958528,FALSE,finalized,5,8/15/2015 0:36,"



",no_relation,1,,C106538,abacavir,D000163,AIDS,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_C106538_D000163,16897660_3,bcv_sentence_task_befree_2600,,
3154,770958529,FALSE,finalized,5,8/14/2015 23:43,"

Used as treatment.

",no_relation,1,,D019829,nevirapine/NVP,D003643,death,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019829_D003643,16897660_3,bcv_sentence_task_befree_2601,,
3155,770958530,FALSE,finalized,5,8/15/2015 1:30,"



",no_relation,1,,C098320,EFV/efavirenz,D003643,death,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_C098320_D003643,16897660_3,bcv_sentence_task_befree_2602,,
3156,770958531,FALSE,finalized,5,8/14/2015 21:42,"



",no_relation,1,,D019258,saquinavir,D000163,AIDS,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019258_D000163,16897660_3,bcv_sentence_task_befree_2603,,
3157,770958532,FALSE,finalized,5,8/15/2015 1:39,"



",no_relation,1,,C106538,abacavir,D003643,death,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_C106538_D003643,16897660_3,bcv_sentence_task_befree_2604,,
3158,770958533,FALSE,finalized,5,8/14/2015 21:49,"



",no_relation,1,,D019888,nelfinavir,D000163,AIDS,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019888_D000163,16897660_3,bcv_sentence_task_befree_2605,,
3159,770958534,FALSE,finalized,5,8/14/2015 21:29,"



",no_relation,1,,D019258,saquinavir,D003643,death,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019258_D003643,16897660_3,bcv_sentence_task_befree_2606,,
3160,770958535,FALSE,finalized,5,8/14/2015 22:03,"



",no_relation,1,,D019888,nelfinavir,D003643,death,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019888_D003643,16897660_3,bcv_sentence_task_befree_2607,,
3161,770958536,FALSE,finalized,5,8/14/2015 22:00,"



",no_relation,1,,D019438,ritonavir/RTV,D000163,AIDS,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019438_D000163,16897660_3,bcv_sentence_task_befree_2608,,
3162,770958537,FALSE,finalized,5,8/14/2015 21:15,"



",no_relation,0.8046,,D019438,ritonavir/RTV,D003643,death,"We analyzed progression to death from any cause and to AIDS or death (AIDS/death), comparing efavirenz (EFV), nevirapine (NVP), nelfinavir, idinavir, ritonavir (RTV), RTV-boosted protease inhibitors (PIs), saquinavir, and abacavir.",,16897660,16897660_D019438_D003643,16897660_3,bcv_sentence_task_befree_2609,,
3163,770958538,FALSE,finalized,5,8/15/2015 1:46,"



",no_relation,1,,D019829,NVP,D000163,AIDS,"Compared with EFV, the adjusted hazard ratio (HR) for AIDS/death was 1.28 (95% confidence interval [CI], 1.03-1.60) for NVP, 1.31 (95% CI, 1.01-1.71) for RTV, and 1.45 (95% CI, 1.15-1.81) for RTV-boosted PIs.",,16897660,16897660_D019829_D000163,16897660_6,bcv_sentence_task_befree_2610,,
3164,770958539,FALSE,finalized,5,8/15/2015 0:48,"



",no_relation,1,,D019438,RTV,D000163,AIDS,"Compared with EFV, the adjusted hazard ratio (HR) for AIDS/death was 1.28 (95% confidence interval [CI], 1.03-1.60) for NVP, 1.31 (95% CI, 1.01-1.71) for RTV, and 1.45 (95% CI, 1.15-1.81) for RTV-boosted PIs.",,16897660,16897660_D019438_D000163,16897660_6,bcv_sentence_task_befree_2611,,
3165,770958540,FALSE,finalized,5,8/15/2015 1:46,"



",no_relation,0.7923,,D019829,NVP,D003643,death,"Compared with EFV, the adjusted hazard ratio (HR) for AIDS/death was 1.28 (95% confidence interval [CI], 1.03-1.60) for NVP, 1.31 (95% CI, 1.01-1.71) for RTV, and 1.45 (95% CI, 1.15-1.81) for RTV-boosted PIs.",,16897660,16897660_D019829_D003643,16897660_6,bcv_sentence_task_befree_2612,,
3166,770958541,FALSE,finalized,5,8/15/2015 0:54,"



",no_relation,1,,D019438,RTV,D003643,death,"Compared with EFV, the adjusted hazard ratio (HR) for AIDS/death was 1.28 (95% confidence interval [CI], 1.03-1.60) for NVP, 1.31 (95% CI, 1.01-1.71) for RTV, and 1.45 (95% CI, 1.15-1.81) for RTV-boosted PIs.",,16897660,16897660_D019438_D003643,16897660_6,bcv_sentence_task_befree_2613,,
3167,770958542,FALSE,finalized,5,8/14/2015 22:10,"



",no_relation,1,,D019829,NVP,D003643,death,"For death, the adjusted HR for NVP was 1.65 (95% CI, 1.16-2.36).",,16897660,16897660_D019829_D003643,16897660_7,bcv_sentence_task_befree_2614,,
3168,770958543,FALSE,finalized,5,8/15/2015 1:55,"



",no_relation,1,,D019259,3TC,D003643,death,"The adjusted HR for death for D4T/3TC was 1.35 (95% CI, 1.14-1.59), compared with AZT/3TC.",,16897660,16897660_D019259_D003643,16897660_8,bcv_sentence_task_befree_2615,,
3169,770958544,FALSE,finalized,5,8/14/2015 23:03,"



",no_relation,0.7999,,D015215,AZT,D003643,death,"The adjusted HR for death for D4T/3TC was 1.35 (95% CI, 1.14-1.59), compared with AZT/3TC.",,16897660,16897660_D015215_D003643,16897660_8,bcv_sentence_task_befree_2616,,
3170,770958545,FALSE,finalized,5,8/14/2015 21:36,"



",no_relation,0.5989,,C099041,Tolterodine,D053201,overactive bladder/overactive bladder symptoms,Tolterodine extended release improves overactive bladder symptoms in men with overactive bladder and nocturia.,,16904446,16904446_C099041_D053201,16904446_0,bcv_sentence_task_befree_2617,,
3171,770958546,FALSE,finalized,5,8/15/2015 0:55,"



",no_relation,1,,C099041,Tolterodine,D053158,nocturia,Tolterodine extended release improves overactive bladder symptoms in men with overactive bladder and nocturia.,,16904446,16904446_C099041_D053158,16904446_0,bcv_sentence_task_befree_2618,,
3172,770958547,FALSE,finalized,5,8/14/2015 21:16,"



",no_relation,1,,C099041,tolterodine,D053201,overactive bladder/OAB,To evaluate the efficacy and safety of nighttime dosing with tolterodine extended release (TER) in men with overactive bladder (OAB) and nocturia.,,16904446,16904446_C099041_D053201,16904446_1,bcv_sentence_task_befree_2619,,
3173,770958548,FALSE,finalized,5,8/15/2015 1:40,"



",no_relation,0.8111,,C099041,tolterodine,D053158,nocturia,To evaluate the efficacy and safety of nighttime dosing with tolterodine extended release (TER) in men with overactive bladder (OAB) and nocturia.,,16904446,16904446_C099041_D053158,16904446_1,bcv_sentence_task_befree_2620,,
3174,770958549,FALSE,finalized,5,8/14/2015 23:35,"



",no_relation,1,,D004280,Dobutamine,D009203,myocardial infarct,Dobutamine response and myocardial infarct transmurality: functional improvement after coronary artery bypass grafting--initial experience.,,16926330,16926330_D004280_D009203,16926330_0,bcv_sentence_task_befree_2621,,
3175,770958550,FALSE,finalized,5,8/15/2015 2:15,"



",no_relation,1,,D004280,dobutamine,D007238,infarction,The purpose of the study was to prospectively test the hypothesis that addition of low-dose dobutamine and quantification of inotropic reserve in segments with 1%-50% infarct transmurality (IT) would improve the predictive value for functional recovery after revascularization in chronic infarction.,,16926330,16926330_D004280_D007238,16926330_3,bcv_sentence_task_befree_2622,,
3176,770958551,FALSE,finalized,5,8/15/2015 0:05,"



",no_relation,1,,C080245,Pregabalin,D010146,neuropathic pain,"Pregabalin for peripheral neuropathic pain: results of a multicenter, non-comparative, open-label study in Indian patients.",,16939547,16939547_C080245_D010146,16939547_0,bcv_sentence_task_befree_2623,,
3177,770958552,FALSE,finalized,5,8/14/2015 21:42,"



",no_relation,1,,C080245,pregabalin,D010146,neuropathic pain,"The aim of this study was to evaluate the tolerability, safety and efficacy of pregabalin in Indian patients with peripheral neuropathic pain.",,16939547,16939547_C080245_D010146,16939547_1,bcv_sentence_task_befree_2624,,
3178,770958553,FALSE,finalized,5,8/14/2015 21:52,"



",no_relation,1,,C080245,pregabalin,D010146,neuropathic pain,"In this prospective, multicenter, non-comparative, open-label study, patients with peripheral neuropathic pain (n = 111) received pregabalin in doses ranging from 75 to 300 mg twice daily for 3 weeks.",,16939547,16939547_C080245_D010146,16939547_2,bcv_sentence_task_befree_2625,,
3179,770958554,FALSE,finalized,5,8/15/2015 0:10,"



",yes_direct,0.8029,,C080245,Pregabalin,D004244,dizziness,"Pregabalin was well tolerated, and the most common adverse events were dizziness and somnolence.",,16939547,16939547_C080245_D004244,16939547_6,bcv_sentence_task_befree_2626,,
3180,770958555,FALSE,finalized,5,8/15/2015 2:33,"



",yes_direct,1,,C080245,Pregabalin,D006970,somnolence,"Pregabalin was well tolerated, and the most common adverse events were dizziness and somnolence.",,16939547,16939547_C080245_D006970,16939547_6,bcv_sentence_task_befree_2627,,
3181,770958556,FALSE,finalized,5,8/15/2015 2:00,"



",no_relation,1,,C080245,pregabalin,D010146,neuropathic pain,"This study has demonstrated the safety, tolerability and efficacy of pregabalin for peripheral neuropathic pain in Indian patients.",,16939547,16939547_C080245_D010146,16939547_8,bcv_sentence_task_befree_2628,,
3182,770958557,FALSE,finalized,5,8/15/2015 1:35,"



",no_relation,0.832,,D001151,arsenic,D007938,leukemia,Relationship of expression of aquaglyceroporin 9 with arsenic uptake and sensitivity in leukemia cells.,,16968895,16968895_D001151_D007938,16968895_0,bcv_sentence_task_befree_2629,,
3183,770958558,FALSE,finalized,5,8/14/2015 21:18,"



",no_relation,1,,C006632,Arsenic trioxide,D015473,APL/acute promyelocytic leukemia,Arsenic trioxide (As2O3) is highly efficacious in acute promyelocytic leukemia (APL).,,16968895,16968895_C006632_D015473,16968895_1,bcv_sentence_task_befree_2630,,
3184,770958559,FALSE,finalized,5,8/15/2015 1:53,"



",yes_direct,0.6074,,D001151,arsenic,D004487,cytotoxicity,"The K562(EGFP-AQP9) transfectant accumulated significantly higher levels of intracellular arsenic than control K562(EGFP) when incubated with As2O3, resulting in significantly increased As2O3-induced cytotoxicity.",,16968895,16968895_D001151_D004487,16968895_6,bcv_sentence_task_befree_2631,,
3185,770958560,FALSE,finalized,5,8/14/2015 21:14,"



",no_relation,0.8057,,D014212,ATRA/all-trans retinoic acid,D007951,myeloid leukemia,"Pretreatment of the myeloid leukemia line HL-60 with all-trans retinoic acid (ATRA) up-regulated AQP9, leading to a significantly increased arsenic uptake and As2O3-induced cytotoxicity on incubation with As2O3, which might explain the synergism between ATRA and As2O3.",,16968895,16968895_D014212_D007951,16968895_7,bcv_sentence_task_befree_2632,,
3186,770958561,FALSE,finalized,5,8/15/2015 2:39,"



",no_relation,0.7897,,D014212,ATRA/all-trans retinoic acid,D004487,cytotoxicity,"Pretreatment of the myeloid leukemia line HL-60 with all-trans retinoic acid (ATRA) up-regulated AQP9, leading to a significantly increased arsenic uptake and As2O3-induced cytotoxicity on incubation with As2O3, which might explain the synergism between ATRA and As2O3.",,16968895,16968895_D014212_D004487,16968895_7,bcv_sentence_task_befree_2633,,
3187,770958562,FALSE,finalized,5,8/15/2015 2:18,"



",no_relation,1,,D001151,arsenic,D007951,myeloid leukemia,"Pretreatment of the myeloid leukemia line HL-60 with all-trans retinoic acid (ATRA) up-regulated AQP9, leading to a significantly increased arsenic uptake and As2O3-induced cytotoxicity on incubation with As2O3, which might explain the synergism between ATRA and As2O3.",,16968895,16968895_D001151_D007951,16968895_7,bcv_sentence_task_befree_2634,,
3188,770958563,FALSE,finalized,5,8/14/2015 23:18,"



",no_relation,0.8011,,D001151,arsenic,D004487,cytotoxicity,"Pretreatment of the myeloid leukemia line HL-60 with all-trans retinoic acid (ATRA) up-regulated AQP9, leading to a significantly increased arsenic uptake and As2O3-induced cytotoxicity on incubation with As2O3, which might explain the synergism between ATRA and As2O3.",,16968895,16968895_D001151_D004487,16968895_7,bcv_sentence_task_befree_2635,,
3189,770958564,FALSE,finalized,5,8/14/2015 23:16,"



",no_relation,1,,D001663,bilirubin,D006528,hepatocellular carcinoma,"Higher bilirubin level, refractory ascites, and the presence of hepatocellular carcinoma were the predictive parameters for mortality in 77 patients as determined by multivariate analysis.",,16984593,16984593_D001663_D006528,16984593_11,bcv_sentence_task_befree_2636,,
3190,770958565,FALSE,finalized,5,8/15/2015 0:47,"



",no_relation,1,,D000431,alcohol,D009369,breast cancer,"To describe the baseline healthy lifestyle behaviors (dietary, calcium, vitamin D, caffeine and alcohol intake, smoking history, and physical activity) of postmenopausal breast cancer survivors (BCS); and to identify any relationship of healthy lifestyle behaviors with bone mineral density (BMD) at the forearm, total hip and spine, L1-L4.",,16999712,16999712_D000431_D009369,16999712_1,bcv_sentence_task_befree_2637,,
3191,770958566,FALSE,finalized,5,8/14/2015 21:11,"



",no_relation,1,,D014807,vitamin D,D009369,breast cancer,"To describe the baseline healthy lifestyle behaviors (dietary, calcium, vitamin D, caffeine and alcohol intake, smoking history, and physical activity) of postmenopausal breast cancer survivors (BCS); and to identify any relationship of healthy lifestyle behaviors with bone mineral density (BMD) at the forearm, total hip and spine, L1-L4.",,16999712,16999712_D014807_D009369,16999712_1,bcv_sentence_task_befree_2638,,
3192,770958567,FALSE,finalized,5,8/15/2015 0:26,"



",no_relation,1,,D002110,caffeine,D009369,breast cancer,"To describe the baseline healthy lifestyle behaviors (dietary, calcium, vitamin D, caffeine and alcohol intake, smoking history, and physical activity) of postmenopausal breast cancer survivors (BCS); and to identify any relationship of healthy lifestyle behaviors with bone mineral density (BMD) at the forearm, total hip and spine, L1-L4.",,16999712,16999712_D002110_D009369,16999712_1,bcv_sentence_task_befree_2639,,
3193,770958568,FALSE,finalized,5,8/14/2015 23:44,"



",no_relation,1,,D002118,calcium,D009369,breast cancer,"To describe the baseline healthy lifestyle behaviors (dietary, calcium, vitamin D, caffeine and alcohol intake, smoking history, and physical activity) of postmenopausal breast cancer survivors (BCS); and to identify any relationship of healthy lifestyle behaviors with bone mineral density (BMD) at the forearm, total hip and spine, L1-L4.",,16999712,16999712_D002118_D009369,16999712_1,bcv_sentence_task_befree_2640,,
3194,770958569,FALSE,finalized,5,8/15/2015 0:19,"



",no_relation,1,,D002118,calcium,C536430,coaching,"The healthcare provider must incorporate appropriate teaching strategies, intensive counseling, and coaching, along with a support mechanism, to enable BCS to understand the importance of a healthy diet, calcium, and vitamin D supplement, and a regular strength/weight program that will be integrated into their daily lifestyle.",,16999712,16999712_D002118_C536430,16999712_15,bcv_sentence_task_befree_2641,,
